hour,biomasse,wasserkraft,wind_offshore,wind_onshore,photovoltaik,sonstige_erneuerbare,braunkohle,steinkohle,erdgas,pumpspeicher,sonstige_konventionelle
1313,1,1,0.461,0.1451,0.0120,1,1,1,1,1,1
1314,1,1,0.4453,0.1493,0,1,1,1,1,1,1
1315,1,1,0.4409,0.1526,0,1,1,1,1,1,1
1316,1,1,0.4329,0.1521,0,1,1,1,1,1,1
1317,1,1,0.4122,0.1473,0,1,1,1,1,1,1
1318,1,1,0.3806,0.1316,0,1,1,1,1,1,1
1319,1,1,0.3383,0.1214,0,1,1,1,1,1,1
1320,1,1,0.303,0.1246,0,1,1,1,1,1,1
1321,1,1,0.2803,0.1334,0,1,1,1,1,1,1
1322,1,1,0.2557,0.1435,0,1,1,1,1,1,1
1323,1,1,0.2265,0.1529,0,1,1,1,1,1,1
1324,1,1,0.1944,0.1678,0,1,1,1,1,1,1
1325,1,1,0.1641,0.1913,0,1,1,1,1,1,1
1326,1,1,0.141,0.2197,0,1,1,1,1,1,1
1327,1,1,0.1305,0.2583,0.0370,1,1,1,1,1,1
1328,1,1,0.1258,0.271,0.1530,1,1,1,1,1,1
1329,1,1,0.1229,0.275,0.2860,1,1,1,1,1,1
1330,1,1,0.1282,0.3254,0.3980,1,1,1,1,1,1
1331,1,1,0.143,0.3788,0.4650,1,1,1,1,1,1
1332,1,1,0.1713,0.4097,0.4810,1,1,1,1,1,1
1333,1,1,0.1874,0.4232,0.4460,1,1,1,1,1,1
1334,1,1,0.1783,0.405,0.3600,1,1,1,1,1,1
1335,1,1,0.1558,0.364,0.2480,1,1,1,1,1,1
1336,1,1,0.1467,0.3092,0.1210,1,1,1,1,1,1
1337,1,1,0.1414,0.2621,0.0110,1,1,1,1,1,1
1338,1,1,0.1113,0.2512,0,1,1,1,1,1,1
1339,1,1,0.0639,0.2322,0,1,1,1,1,1,1
1340,1,1,0.0391,0.206,0,1,1,1,1,1,1
1341,1,1,0.0402,0.1935,0,1,1,1,1,1,1
1342,1,1,0.0508,0.1869,0,1,1,1,1,1,1
1343,1,1,0.0636,0.1795,0,1,1,1,1,1,1
1344,1,1,0.0852,0.1796,0,1,1,1,1,1,1
